,Image Location,Analysis Region,Algorithm Name,Object Id,XMin,XMax,YMin,YMax,Phenotype 1,Phenotype 2,2025_10_13_HH,DAPI Positive Classification,DAPI Positive Nucleus Classification,DAPI Nucleus Intensity,DAPI Cell Intensity,PD-1 (Opal 620) Cell Intensity,Ki67 (Opal 540) Positive Classification,Ki67 (Opal 540) Positive Nucleus Classification,Ki67 (Opal 540) Nucleus Intensity,Ki67 (Opal 540) Cell Intensity,CD3 (Opal 520) Cell Intensity,CD56 (Opal 570) Cell Intensity,CD34 (Opal 650) Cell Intensity,CXCL12 (Opal 690) Cell Intensity,CD8 (Opal 780) Cell Intensity,CD4 (Opal 480) Cell Intensity,Cell Area (µm²),Cytoplasm Area (µm²),Membrane Area (µm²),Nucleus Area (µm²),Nucleus Perimeter (µm),Nucleus Roundness
10,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,10,19810,19820,59198,59204,0,0,Neg,0,0,0.31016,0.31016,0.260109,0,0,0.540335,0.540335,0.835635,1.261129,0.0,0.089631,0.0,4.36235,13.567188,0,0,13.567188,15.893281,0.701993
11,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,11,19751,19761,59199,59210,0,0,CD4_T,0,0,0.358409,0.358409,0.207655,0,0,0.523733,0.523733,0.512007,0.398761,0.0,0.03149,0.0,3.401534,22.200853,0,0,22.200853,20.363266,0.784778
12,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,12,19872,19882,59214,59225,0,0,Neg,0,0,0.310489,0.310489,0.237351,0,0,0.594724,0.594724,0.812688,1.433877,0.0,0.085929,0.0,4.274704,24.91429,0,0,24.91429,21.356596,0.810009
13,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,13,19583,19594,59240,59249,0,0,CD8_T,0,0,0.380338,0.380338,0.220192,0,0,0.840385,0.840385,2.557485,0.578331,0.0,0.0,2.239767,2.6487,18.500711,0,0,18.500711,19.8666,0.7174
14,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,14,19631,19648,59253,59270,0,0,Neg,0,0,0.392172,0.392172,0.196003,0,0,0.828476,0.828476,0.427034,0.506229,0.0,0.040042,0.0,3.187813,62.162388,0,0,62.162388,34.766552,0.79486
15,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,15,19709,19723,59254,59266,0,0,Neg,0,0,0.407512,0.407512,0.233955,0,0,0.97756,0.97756,0.26081,0.258289,0.0,0.056476,0.0,4.127319,34.287983,0,0,34.287983,25.826582,0.808668
16,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,16,19654,19666,59261,59271,0,0,Neg,0,0,0.441745,0.441745,0.278245,0,0,0.812117,0.812117,0.394869,0.394832,0.0,0.037634,0.0,4.743831,23.927586,0,0,23.927586,22.349926,0.660274
17,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,17,19617,19628,59266,59278,0,0,Neg,0,0,0.32508,0.32508,0.296339,0,0,0.746779,0.746779,0.375311,0.474985,0.0,0.024798,0.0,4.315624,27.874405,0,0,27.874405,22.349926,0.729239
18,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,18,21572,21586,58546,58564,0,0,Neg,0,0,0.379042,0.379042,0.166099,0,0,0.34977,0.34977,0.705302,0.83633,0.0,0.048901,0.0,1.024451,48.5952,0,0,48.5952,31.786562,0.695031
19,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,19,21585,21597,58548,58558,0,0,CD4_T,0,0,0.394838,0.394838,0.250137,0,0,0.850423,0.850423,0.955284,0.516338,0.0,0.030476,0.0,1.880974,23.434233,0,0,23.434233,21.85326,0.664409
20,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,20,20826,20834,58678,58685,0,0,Neg,0,0,0.344986,0.344986,0.275297,0,0,0.817901,0.817901,0.252762,0.586176,0.0,0.046432,0.0,1.932728,14.553892,0,0,14.553892,14.899951,0.837419
21,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,21,21505,21522,58966,58975,0,0,Neg,0,0,0.323743,0.323743,0.052079,0,0,0.383322,0.383322,0.021126,0.70664,0.0,0.0,0.0,0.890905,23.68091,0,0,23.68091,25.826582,0.546577
22,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,22,20824,20839,59172,59186,0,0,Neg,0,0,0.397027,0.397027,0.192896,0,0,0.858044,0.858044,0.137136,1.048172,0.0,0.008972,0.033336,2.175844,41.688267,0,0,41.688267,28.309906,0.723779
23,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,23,20872,20882,59255,59266,0,0,Neg,0,0,0.312941,0.312941,0.176991,0,0,0.719009,0.719009,0.181367,0.802051,0.0,0.034504,0.0,1.921649,24.667614,0,0,24.667614,20.363266,0.822561
24,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,24,20426,20437,59023,59033,0,0,Neg,0,0,0.346845,0.346845,0.503455,1,1,1.847339,1.847339,0.107474,0.334988,0.0,0.029612,0.0,6.31134,23.927586,0,0,23.927586,20.85993,0.729342
25,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,25,20525,20537,59056,59070,0,0,Neg,0,0,0.356042,0.356042,0.40469,1,1,1.501735,1.501735,0.16401,0.742982,0.0,0.098522,0.0,4.462948,33.30128,0,0,33.30128,24.336586,0.792871
26,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,26,20261,20270,59084,59093,0,0,Neg,0,0,0.342942,0.342942,0.432292,1,1,1.34983,1.34983,0.093768,0.662044,0.0,0.075918,0.0,3.928465,15.293921,0,0,15.293921,17.383276,0.816064
27,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,27,20047,20054,59104,59116,0,0,Neg,0,0,0.338226,0.338226,0.304593,1,1,1.440679,1.440679,0.038143,0.914123,0.0,0.014191,0.0,5.113301,19.487415,0,0,19.487415,18.376606,0.717941
28,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,28,20036,20053,59123,59135,0,0,CD4_T,0,0,0.323118,0.323118,0.490751,1,1,1.915975,1.915975,0.306899,0.412203,0.0,0.033721,0.0,5.728069,28.367756,0,0,28.367756,25.826582,0.567951
29,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,29,20347,20356,59126,59135,0,0,Neg,0,0,0.339969,0.339969,0.272543,1,1,1.315407,1.315407,0.03677,0.292481,0.0,0.05313,0.0,2.608427,18.007359,0,0,18.007359,17.383276,0.847034
30,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,30,20188,20203,59139,59150,0,0,Neg,0,0,0.339304,0.339304,0.303425,1,1,1.226748,1.226748,0.169683,0.323232,0.0,0.0326,0.0,3.797629,36.014717,0,0,36.014717,25.826582,0.765938
31,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,31,20147,20159,59144,59157,0,0,Neg,0,0,0.36296,0.36296,0.417135,1,1,1.471738,1.471738,0.221255,0.459855,0.0,0.066505,0.0,4.587102,30.834518,0,0,30.834518,24.833252,0.83863
32,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,32,20456,20465,59223,59233,0,0,Neg,0,0,0.310737,0.310737,0.318925,1,1,1.127208,1.127208,0.083637,1.048735,0.0,0.032642,0.0,3.212494,20.227444,0,0,20.227444,18.87327,0.757225
33,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,33,20816,20830,59227,59238,0,0,Neg,0,0,0.339527,0.339527,0.224126,0,0,0.873774,0.873774,0.557523,0.843008,0.0,0.015466,0.152542,2.578928,22.447529,0,0,22.447529,23.343256,0.580369
34,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,34,20492,20501,59265,59273,0,0,Neg,0,0,0.344188,0.344188,0.478896,1,1,1.551682,1.551682,0.174411,0.706751,0.0,0.050248,0.0,5.16309,13.320512,0,0,13.320512,15.893281,0.756456
35,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,35,23358,23367,59096,59105,0,0,Neg,0,0,0.312463,0.312463,0.102633,0,0,0.441694,0.441694,0.086964,0.458947,0.0,0.004362,0.0,1.692998,15.540597,0,0,15.540597,16.389946,0.720992
36,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,36,23425,23437,59096,59106,0,0,Neg,0,0,0.470823,0.470823,0.066265,0,0,0.533546,0.533546,0.177022,0.467228,0.0,0.019537,0.0,3.051724,24.91429,0,0,24.91429,21.356596,0.772514
37,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,37,23414,23424,59097,59116,0,0,Neg,0,0,0.441489,0.441489,0.033156,0,0,0.232179,0.232179,0.265182,0.123258,0.0,0.004263,0.0,1.795377,35.02801,0,0,35.02801,28.806572,0.620131
38,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,38,23368,23375,59100,59108,0,0,Neg,0,0,0.368738,0.368738,0.0,0,0,0.135922,0.135922,0.375745,0.121187,0.0,0.009831,0.0,2.033171,12.580483,0,0,12.580483,14.899951,0.762404
39,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,39,23370,23404,59100,59122,0,0,HSPC,0,0,0.5583,0.5583,0.010077,0,0,0.182608,0.182608,0.395706,0.085206,0.0,0.004334,0.0,3.053503,109.03085,0,0,109.03085,58.109806,0.669125
40,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,40,23426,23443,59103,59115,0,0,Neg,0,0,0.51594,0.51594,0.029102,0,0,0.330933,0.330933,0.356661,0.182478,0.0,0.002278,0.0,3.087983,38.728153,0,0,38.728153,29.799902,0.685383
41,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,41,23353,23360,59105,59116,0,0,Neg,0,0,0.368244,0.368244,0.060342,0,0,0.513754,0.513754,0.239746,0.121245,0.0,0.001026,0.0,2.158918,13.813864,0,0,13.813864,17.383276,0.663412
42,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,42,23361,23370,59105,59112,0,0,Neg,0,0,0.351148,0.351148,0.005249,0,0,0.296058,0.296058,0.260371,0.248246,0.0,0.004904,0.0,1.427366,13.073835,0,0,13.073835,15.396616,0.775585
43,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,43,23408,23415,59108,59117,0,0,Neg,0,0,0.525557,0.525557,0.0,0,0,0.041234,0.041234,0.493737,0.262166,0.0,0.003137,0.0,2.585332,11.840455,0,0,11.840455,15.396616,0.634656
44,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,44,23404,23413,59110,59125,0,0,Neg,0,0,0.753346,0.753346,0.003944,0,0,0.050039,0.050039,0.576684,0.027873,0.0,0.002195,0.0,3.967313,21.214148,0,0,21.214148,22.84659,0.574486
45,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,45,23359,23368,59112,59119,0,0,Neg,0,0,0.567657,0.567657,0.0,0,0,0.227151,0.227151,0.352342,0.043602,0.0,0.0,0.0,2.932698,11.347102,0,0,11.347102,14.403286,0.735944
46,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,46,23394,23402,59113,59123,0,0,Neg,0,0,0.602749,0.602749,0.002822,0,0,0.235206,0.235206,0.309086,0.0,0.0,0.0,0.0,3.170969,16.527302,0,0,16.527302,17.383276,0.631621
47,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,47,23408,23431,59114,59140,0,0,Neg,0,0,0.823873,0.823873,0.001433,0,0,0.134969,0.134969,0.369847,0.013512,0.0,0.0,0.0,4.712267,80.41642,0,0,80.41642,48.673172,0.568204
48,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,48,23363,23377,59115,59137,0,0,Neg,0,0,0.52816,0.52816,0.009104,0,0,0.24222,0.24222,0.287374,0.053026,0.0,0.000161,0.0,3.229643,40.94824,0,0,40.94824,37.74654,0.515995
49,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,49,23432,23442,59117,59123,0,0,Neg,0,0,0.395059,0.395059,0.046073,0,0,0.242332,0.242332,0.513477,0.191147,0.0,0.005535,0.0,2.53714,14.553892,0,0,14.553892,15.396616,0.770942
50,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,50,23361,23369,59120,59127,0,0,Neg,0,0,0.603872,0.603872,0.0,0,0,0.174446,0.174446,0.271495,0.0,0.0,0.0,0.0,3.506153,12.333807,0,0,12.333807,14.403286,0.778211
51,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,51,23399,23410,59122,59137,0,0,HSPC,0,0,0.781541,0.781541,0.0,0,0,0.111343,0.111343,0.29903,0.0,0.0,0.000936,0.0,4.890602,25.160967,0,0,25.160967,23.83992,0.594436
52,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,52,23369,23389,59123,59141,0,0,Neg,0,0,0.462556,0.462556,0.018838,0,0,0.350207,0.350207,0.256913,0.062123,0.0,0.002561,0.0,2.470314,44.895058,0,0,44.895058,38.739872,0.585035
53,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,53,23386,23399,59123,59132,0,0,HSPC,0,0,0.818687,0.818687,0.0,0,0,0.11343,0.11343,0.303052,0.0,0.0,0.000579,0.0,5.006355,20.967472,0,0,20.967472,20.85993,0.593705
54,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,54,23415,23441,59124,59148,0,0,Neg,0,0,0.49232,0.49232,0.032237,0,0,0.169617,0.169617,0.332395,0.161451,0.0,0.002912,0.0,2.62207,95.957016,0,0,95.957016,51.156498,0.672068
55,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,55,23384,23399,59134,59140,0,0,Neg,0,0,0.462586,0.462586,0.029462,0,0,0.273847,0.273847,0.394896,0.047658,0.0,0.002793,0.0,2.484672,22.694204,0,0,22.694204,21.356596,0.573679
56,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,56,22639,22648,58818,58827,0,0,Neg,0,0,0.362156,0.362156,0.066109,0,0,0.941716,0.941716,0.06357,0.151421,0.0,0.0,0.0,0.450872,15.047245,0,0,15.047245,16.88661,0.741822
57,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,57,22521,22544,58894,58924,0,0,Neg,0,0,0.441521,0.441521,0.102262,1,1,1.040455,1.040455,0.0286,0.042527,0.0,0.00035,0.014381,1.222843,97.683754,0,0,97.683754,55.129818,0.65193
58,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,58,22856,22875,58921,58940,0,0,Neg,0,0,0.602754,0.602754,0.292093,0,0,0.440533,0.440533,0.951059,3.044345,0.000846,0.158534,0.056016,1.521479,80.41642,0,0,80.41642,37.74654,0.863117
59,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,59,22909,22928,58924,58947,0,0,Neg,0,0,0.339014,0.339014,0.157011,0,0,0.43337,0.43337,0.376484,1.635343,0.0,0.027782,0.166195,1.134709,85.8433,0,0,85.8433,41.223198,0.823819
60,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,60,22516,22528,58925,58938,0,0,Neg,0,0,0.337883,0.337883,0.039782,0,0,0.707217,0.707217,0.057474,0.420548,0.0,0.000901,0.0,0.464898,30.587841,0,0,30.587841,25.329916,0.80135
61,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,61,22911,22927,58948,58965,0,0,CD8_T,0,0,0.817544,0.817544,0.120052,0,0,0.24429,0.24429,0.28872,1.054521,0.001275,0.011461,0.443825,0.772336,51.555313,0,0,51.555313,32.283226,0.820354
62,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,62,22909,22921,58965,58979,0,0,Neg,0,0,0.776905,0.776905,0.135386,0,0,0.266577,0.266577,0.300119,1.621205,0.000997,0.012425,0.456855,0.863913,34.53466,0,0,34.53466,25.329916,0.811831
63,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,63,22926,22943,58965,58986,0,0,CD8_T,0,0,0.346041,0.346041,0.186864,0,0,0.345344,0.345344,0.499331,2.276133,0.0,0.048361,0.005097,1.1827,65.61585,0,0,65.61585,36.753212,0.737993
64,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,64,22860,22877,58968,58988,0,0,Neg,0,0,0.838632,0.838632,0.133513,0,0,0.205504,0.205504,0.294665,1.565873,4.3e-05,0.033019,0.214887,0.568491,63.149094,0,0,63.149094,37.249878,0.795137
65,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,65,22893,22918,58977,58999,0,0,Neg,0,0,0.513519,0.513519,0.182052,0,0,0.408052,0.408052,0.290431,2.596269,0.000822,0.041858,0.056822,0.945301,77.94966,0,0,77.94966,45.69318,0.738764
66,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,66,22869,22887,58983,59000,0,0,Neg,1,1,1.022775,1.022775,0.133904,0,0,0.224415,0.224415,0.30933,1.32474,0.001927,0.039068,0.849294,1.265298,50.568607,0,0,50.568607,33.77322,0.766311
67,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,67,22881,22905,58989,59013,0,0,Neg,0,0,0.914088,0.914088,0.140166,0,0,0.334797,0.334797,0.305287,1.957126,1.5e-05,0.023467,0.036719,1.109269,97.43707,0,0,97.43707,47.67984,0.783871
68,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,68,22831,22849,58993,59012,0,0,Neg,0,0,0.934539,0.934539,0.208988,0,0,0.292975,0.292975,0.418647,1.708551,0.057526,0.165298,0.929357,1.945806,76.71628,0,0,76.71628,36.753212,0.901438
69,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,69,22796,22815,58994,59013,0,0,CD8_T,0,0,0.531871,0.531871,0.598413,0,0,0.88366,0.88366,5.159203,3.300379,0.044775,0.215228,1.429891,0.128019,64.135796,0,0,64.135796,36.753212,0.797843
70,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,70,22781,22805,59002,59031,0,0,Neg,0,0,0.400475,0.400475,0.304022,0,0,0.356255,0.356255,0.467022,3.35452,0.003116,0.146594,0.042105,0.792425,105.824066,0,0,105.824066,53.639824,0.711715
71,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,71,22767,22788,59019,59040,0,0,Neg,0,0,0.587855,0.587855,0.313304,0,0,0.446915,0.446915,0.675171,2.894545,0.003168,0.281183,0.000495,2.022686,74.98955,0,0,74.98955,41.223198,0.824452
72,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,72,22864,22883,59040,59060,0,0,HSPC,0,0,0.512636,0.512636,0.119259,0,0,0.153984,0.153984,0.099289,1.811262,0.483338,0.138784,1.4e-05,0.144025,77.94966,0,0,77.94966,40.229866,0.795678
73,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,73,22888,22907,59043,59064,0,0,Neg,1,1,1.165976,1.165976,0.139066,0,0,0.266031,0.266031,0.359172,1.984503,0.000521,0.010643,0.416639,1.120687,75.97625,0,0,75.97625,39.236538,0.849727
74,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,74,22739,22760,59049,59072,0,0,Neg,0,0,0.341675,0.341675,0.300304,0,0,0.255961,0.255961,0.420382,3.784994,0.006843,0.191259,0.142106,1.46916,86.83,0,0,86.83,44.203186,0.641927
75,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,75,22907,22928,59050,59069,0,0,Neg,0,0,0.475128,0.475128,0.501114,0,0,0.338837,0.338837,0.374309,5.284207,0.002431,0.148504,0.402265,1.209959,82.38983,0,0,82.38983,39.236538,0.872444
76,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,76,22869,22884,59061,59079,0,0,Neg,1,1,1.251915,1.251915,0.130335,0,0,0.431354,0.431354,0.299382,1.136655,0.011354,0.015712,0.008276,0.899778,56.24216,0,0,56.24216,33.276558,0.74096
77,D:\OPAL projects\John__Pimanda\NEP 1 NEP 2 restitch.tif,NEP2_2,JP HH cell intensity 25102025,77,22897,22907,59063,59073,0,0,Neg,0,0,0.849613,0.849613,0.071959,0,0,0.251094,0.251094,0.327327,1.51275,0.0,0.000598,0.015998,0.441436,20.720797,0,0,20.720797,19.8666,0.779507
