,Image Location,Analysis Region,Algorithm Name,Object Id,XMin,XMax,YMin,YMax,Phenotype 1,Phenotype 2,2025_10_13_HH,DAPI Positive Classification,DAPI Positive Nucleus Classification,DAPI Nucleus Intensity,DAPI Cell Intensity,PD-1 (Opal 620) Cell Intensity,Ki67 (Opal 540) Positive Classification,Ki67 (Opal 540) Positive Nucleus Classification,Ki67 (Opal 540) Nucleus Intensity,Ki67 (Opal 540) Cell Intensity,CD3 (Opal 520) Cell Intensity,CD56 (Opal 570) Cell Intensity,CD34 (Opal 650) Cell Intensity,CXCL12 (Opal 690) Cell Intensity,CD8 (Opal 780) Cell Intensity,CD4 (Opal 480) Cell Intensity,Cell Area (µm²),Cytoplasm Area (µm²),Membrane Area (µm²),Nucleus Area (µm²),Nucleus Perimeter (µm),Nucleus Roundness
11,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,11,12421,12458,7327,7348,0,0,Neg,0,0,0.623354,0.623354,0.390122,1,1,1.493361,1.493361,0.091978,4.122383,3.496015,1.013265,0.028841,0.770903,94.970314,0,0,94.970314,69.533104,0.499534
12,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,12,12453,12469,7336,7348,0,0,Neg,0,0,0.571644,0.571644,0.409657,1,1,2.623529,2.623529,0.179868,4.724565,0.869188,0.815946,0.058838,1.186242,38.234802,0,0,38.234802,27.813242,0.677515
13,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,13,12424,12445,7338,7348,0,0,Neg,0,0,0.914231,0.914231,0.330623,1,1,1.248225,1.248225,0.173716,2.806415,2.717925,0.854756,0.030272,1.032858,33.794632,0,0,33.794632,31.289896,0.514133
14,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,14,12286,12298,5238,5251,0,0,HSPC,0,0,0.386544,0.386544,0.785536,1,1,1.132357,1.132357,0.242397,8.083518,1.296132,1.111059,0.260616,1.557714,28.614433,0,0,28.614433,24.833252,0.68509
15,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,15,12637,12657,5584,5601,0,0,Neg,0,0,0.553437,0.553437,0.255789,0,0,0.520765,0.520765,0.146893,2.218864,0.295731,0.516451,0.017597,0.963281,61.91571,0,0,61.91571,35.75988,0.707048
16,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,16,12630,12648,5589,5613,0,0,Neg,0,0,0.522042,0.522042,0.428639,0,0,0.601166,0.601166,0.148427,3.419797,0.450634,0.720394,0.035195,2.014219,63.149094,0,0,63.149094,41.223198,0.581803
17,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,17,12750,12770,5592,5608,0,0,Neg,0,0,0.376994,0.376994,0.064584,0,0,0.374747,0.374747,0.022403,0.503115,0.008434,0.065266,0.000536,0.809743,62.902416,0,0,62.902416,34.766552,0.774142
18,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,18,12648,12665,5601,5617,0,0,Neg,0,0,0.506023,0.506023,0.330549,0,0,0.843506,0.843506,0.198124,2.920583,0.414268,0.674202,0.054473,1.689042,60.18898,0,0,60.18898,32.779892,0.843834
19,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,19,12589,12610,6467,6489,0,0,Neg,0,0,0.874535,0.874535,0.336175,0,0,0.510484,0.510484,0.205148,3.025856,0.226369,0.579805,0.047074,1.329583,76.71628,0,0,76.71628,43.209858,0.770373
20,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,20,12601,12617,6480,6495,0,0,Neg,0,0,0.775045,0.775045,0.297796,0,0,0.133621,0.133621,0.038154,2.389061,0.584612,0.393185,0.638749,0.653363,47.608494,0,0,47.608494,31.289896,0.796398
21,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,21,12596,12609,6505,6517,0,0,Neg,0,0,0.977965,0.977965,0.19175,0,0,0.271942,0.271942,0.163349,1.255696,1.52441,0.447822,0.352623,1.664845,30.587841,0,0,30.587841,25.329916,0.67483
22,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,22,12256,12272,6514,6537,0,0,Endothelial,0,0,0.544827,0.544827,0.519327,0,0,0.349931,0.349931,0.069285,3.307076,2.114749,0.460578,0.086809,2.533955,51.80199,0,0,51.80199,37.74654,0.47865
23,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,23,12613,12625,6517,6530,0,0,CD8_T,0,0,0.521853,0.521853,0.844791,1,1,3.463035,3.463035,8.601356,1.090877,1.2878,0.619454,2.523124,0.472482,32.067898,0,0,32.067898,24.833252,0.729551
24,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,24,12269,12278,6557,6568,0,0,Neg,0,0,0.501869,0.501869,0.275172,0,0,0.181071,0.181071,0.151508,1.889867,0.095726,0.529363,0.121972,0.774375,13.813864,0,0,13.813864,17.87994,0.581632
25,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,25,12299,12306,6561,6572,0,0,Neg,0,0,0.412242,0.412242,0.267692,0,0,0.376155,0.376155,1.144154,1.929457,0.051046,0.656319,0.054082,0.469132,15.047245,0,0,15.047245,17.383276,0.649374
26,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,26,12302,12314,6570,6579,0,0,Neg,0,0,0.369335,0.369335,0.260151,0,0,0.207532,0.207532,0.259741,2.402978,0.030888,0.770752,0.005754,0.519112,18.747387,0,0,18.747387,20.363266,0.644521
27,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,27,12362,12378,6652,6672,0,0,Neg,1,1,1.057207,1.057207,0.337159,0,0,0.212847,0.212847,0.116554,2.519572,0.142661,0.510607,0.04087,0.838006,38.97483,0,0,38.97483,34.766552,0.592253
28,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,28,12356,12373,6662,6678,0,0,Neg,0,0,0.879049,0.879049,0.377324,0,0,0.334481,0.334481,0.084266,2.529246,0.371792,0.556917,0.026433,1.092568,49.335228,0,0,49.335228,31.786562,0.707563
29,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,29,12820,12834,7199,7210,0,0,Neg,0,0,0.455329,0.455329,0.280734,0,0,0.646283,0.646283,0.508335,2.892304,0.332448,0.436529,0.153429,2.822325,26.8877,0,0,26.8877,24.833252,0.688935
30,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,30,12815,12827,7208,7221,0,0,Neg,0,0,0.94184,0.94184,0.392594,0,0,0.599124,0.599124,0.394656,2.943753,0.370055,0.45099,0.499714,2.06374,28.614433,0,0,28.614433,24.336586,0.797749
31,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,31,12827,12845,7209,7224,0,0,Neg,0,0,0.407287,0.407287,0.277905,0,0,0.412419,0.412419,0.314036,2.661629,0.321384,0.370725,0.107056,0.869067,54.762104,0,0,54.762104,34.269886,0.796505
32,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,32,12808,12828,7214,7234,0,0,Neg,1,1,1.030291,1.030291,0.341805,1,1,1.238674,1.238674,0.389227,3.118958,0.399855,0.637872,0.207263,2.281991,46.868465,0,0,46.868465,39.7332,0.581568
33,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,33,12823,12835,7221,7231,0,0,Neg,0,0,0.417355,0.417355,0.444397,1,1,2.796119,2.796119,0.235805,4.112893,0.298838,0.76922,0.119643,1.215705,14.800569,0,0,14.800569,20.363266,0.592407
34,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,34,12800,12815,7225,7236,0,0,Neg,1,1,1.322535,1.322535,0.312233,1,1,1.162601,1.162601,0.169063,2.23762,0.218542,0.431433,0.081635,2.909359,33.547955,0,0,33.547955,25.826582,0.729854
35,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,35,13121,13135,4415,4428,0,0,Neg,0,0,0.433597,0.433597,0.423997,0,0,0.90743,0.90743,2.171549,2.446651,0.188582,0.689478,0.051843,2.90635,42.428295,0,0,42.428295,27.316576,0.765209
36,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,36,13100,13110,4418,4431,0,0,Neg,0,0,0.667168,0.667168,0.412406,0,0,0.690261,0.690261,0.648881,3.661895,0.726986,0.736102,0.067085,3.230074,19.980768,0,0,19.980768,21.85326,0.609542
37,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,37,13093,13103,4419,4432,0,0,Neg,1,1,1.430281,1.430281,0.323721,1,1,1.283187,1.283187,0.663747,2.255566,0.686154,0.788248,0.046914,2.296718,20.967472,0,0,20.967472,22.84659,0.576333
38,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,38,13080,13092,4424,4435,0,0,Neg,1,1,1.238726,1.238726,0.336419,1,1,1.922501,1.922501,1.102423,2.686956,0.425562,0.743456,0.394175,1.515181,21.214148,0,0,21.214148,21.85326,0.662532
39,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,39,13072,13084,4433,4441,0,0,CD4_T,0,0,0.389013,0.389013,0.526094,1,1,1.487375,1.487375,1.036267,3.404433,0.298287,0.791507,0.228423,1.395188,18.007359,0,0,18.007359,19.369936,0.668665
40,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,40,13091,13102,4433,4442,0,0,CD4_T,0,0,0.805448,0.805448,0.533409,1,1,1.655423,1.655423,5.273014,2.102165,1.03863,0.681988,0.190166,5.378297,19.73409,0,0,19.73409,19.369936,0.764388
41,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,41,13083,13093,4437,4449,0,0,CD4_T,0,0,0.697717,0.697717,0.626636,1,1,1.304065,1.304065,4.958044,3.863388,0.645119,0.713067,0.414841,5.270596,19.73409,0,0,19.73409,21.356596,0.719766
42,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,42,13068,13088,4442,4463,0,0,HSPC,0,0,0.379065,0.379065,0.514446,0,0,0.61144,0.61144,0.449308,4.244638,1.297523,0.698527,0.149071,1.992772,73.016136,0,0,73.016136,39.236538,0.835496
43,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,43,13089,13101,4443,4456,0,0,CD4_T,1,1,1.421956,1.421956,0.658765,1,1,1.895778,1.895778,5.32784,2.63957,0.668051,0.898187,0.175405,6.219765,22.200853,0,0,22.200853,23.343256,0.664973
44,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,44,13097,13106,4451,4460,0,0,CD4_T,1,1,1.333618,1.333618,0.452787,1,1,1.41545,1.41545,2.730277,2.353172,0.398554,0.686032,0.127017,6.629747,13.567188,0,0,13.567188,16.88661,0.615178
45,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,45,13099,13130,4455,4483,0,0,Neg,0,0,0.852705,0.852705,0.466587,0,0,0.790969,0.790969,1.540934,2.397875,0.297144,0.601123,0.329382,2.696948,122.10469,0,0,122.10469,64.069786,0.623142
46,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,46,13088,13102,4456,4466,0,0,CD4_T,1,1,1.95179,1.95179,0.360149,1,1,1.068648,1.068648,1.060574,2.119722,0.277259,0.700522,0.043693,2.764184,22.694204,0,0,22.694204,21.85326,0.613125
47,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,47,13093,13105,4463,4473,0,0,Neg,1,1,1.796163,1.796163,0.459969,0,0,0.492283,0.492283,1.359198,3.094747,0.303704,0.733071,0.101542,4.789594,20.227444,0,0,20.227444,21.356596,0.655372
48,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,48,13085,13098,4467,4483,0,0,Neg,0,0,0.887105,0.887105,0.429251,0,0,0.620529,0.620529,0.603493,2.705347,0.577122,0.637333,0.150537,4.8173,39.46818,0,0,39.46818,27.813242,0.72563
49,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,49,13114,13137,4475,4492,0,0,Neg,0,0,0.830632,0.830632,0.44235,1,1,1.232121,1.232121,2.366295,1.89488,0.219755,0.486192,0.228228,2.933479,62.65574,0,0,62.65574,38.739872,0.715608
50,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,50,13096,13108,4482,4496,0,0,CD4_T,1,1,1.250812,1.250812,0.72222,1,1,1.527133,1.527133,5.836981,1.898184,1.47261,0.653558,0.441168,6.535463,27.134377,0,0,27.134377,24.833252,0.684791
51,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,51,13081,13089,4484,4491,0,0,CD4_T,0,0,0.464221,0.464221,0.507821,0,0,0.957764,0.957764,0.81307,2.413913,2.574312,0.655896,0.114226,7.542523,15.047245,0,0,15.047245,14.899951,0.81966
52,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,52,13064,13081,4485,4498,0,0,HSPC,0,0,0.781544,0.781544,0.323348,0,0,0.478381,0.478381,0.407237,1.732136,5.615562,0.591744,0.028567,1.340789,42.674973,0,0,42.674973,31.289896,0.692023
53,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,53,13082,13098,4485,4504,0,0,CD4_T,0,0,0.960809,0.960809,0.60842,1,1,1.181473,1.181473,3.113644,2.158347,0.630534,0.503915,0.517133,6.53023,44.401707,0,0,44.401707,36.256546,0.637978
54,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,54,13107,13117,4485,4493,0,0,CD4_T,0,0,0.899663,0.899663,0.579034,0,0,0.813446,0.813446,4.877836,2.058973,0.925267,0.664034,0.50697,3.874628,17.020655,0,0,17.020655,17.383276,0.690912
55,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,55,13105,13118,4494,4502,0,0,HSPC,0,0,0.923679,0.923679,0.499981,1,1,1.081819,1.081819,4.981732,1.232009,2.337892,0.633566,0.319082,4.522336,23.434233,0,0,23.434233,20.85993,0.699796
56,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,56,13066,13080,4497,4503,0,0,HSPC,0,0,0.836568,0.836568,0.414113,0,0,0.8649,0.8649,1.780871,1.672314,2.876901,0.707102,0.097579,3.523969,17.020655,0,0,17.020655,19.369936,0.557332
57,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,57,13093,13112,4497,4514,0,0,CD8_T,1,1,1.855437,1.855437,0.551674,1,1,1.09541,1.09541,5.59334,1.438656,0.900919,0.566729,1.273822,2.16695,49.82858,0,0,49.82858,35.75988,0.750984
58,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,58,13062,13078,4502,4516,0,0,HSPC,0,0,0.465029,0.465029,0.403871,0,0,0.547466,0.547466,1.829883,2.313079,3.133826,0.628576,0.232376,1.967659,36.754745,0,0,36.754745,30.296566,0.646863
59,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,59,13080,13091,4503,4512,0,0,CD8_T,0,0,0.510074,0.510074,0.852172,1,1,1.071452,1.071452,6.27485,2.109693,0.42575,0.38874,1.372733,3.33961,21.460825,0,0,21.460825,19.8666,0.76332
60,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,60,13112,13119,4504,4511,0,0,CD8_T,0,0,0.488948,0.488948,0.705681,1,1,2.127124,2.127124,7.093223,2.157432,0.684306,0.506479,1.676807,0.995433,11.840455,0,0,11.840455,13.906621,0.763201
61,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,61,13094,13109,4515,4531,0,0,CD8_T,0,0,0.614636,0.614636,0.489638,0,0,0.92421,0.92421,4.209365,2.577299,0.270224,0.5855,1.619943,1.400933,44.64838,0,0,44.64838,30.296566,0.821982
62,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,62,13044,13050,4518,4535,0,0,Neg,0,0,0.389712,0.389712,0.348575,0,0,0.582166,0.582166,0.604976,2.558706,0.297255,0.508945,0.1982,1.744168,22.694204,0,0,22.694204,21.85326,0.558231
63,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,63,13126,13146,4539,4553,0,0,CD8_T,0,0,0.364594,0.364594,0.549731,0,0,0.344576,0.344576,1.992646,4.105599,0.393218,0.743934,0.559164,0.763978,43.415,0,0,43.415,35.263218,0.57693
64,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,64,13484,13495,4549,4563,0,0,Neg,0,0,0.874939,0.874939,0.382026,0,0,0.366009,0.366009,0.264472,3.68126,0.071188,0.569926,0.012352,0.735958,25.407642,0,0,25.407642,23.343256,0.704654
65,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,65,13492,13509,4550,4567,0,0,Neg,0,0,0.8565,0.8565,0.297703,0,0,0.170966,0.170966,0.298504,2.900388,0.058291,0.532538,0.046664,1.531953,44.895058,0,0,44.895058,33.276558,0.619083
66,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,66,13504,13513,4556,4568,0,0,Neg,0,0,0.454651,0.454651,0.253362,0,0,0.369934,0.369934,0.348395,2.448783,0.111062,0.405199,0.014694,1.255859,20.227444,0,0,20.227444,20.363266,0.646512
67,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,67,13508,13523,4558,4584,0,0,Neg,0,0,0.86249,0.86249,0.344475,0,0,0.305293,0.305293,0.595776,2.517101,0.097289,0.686958,0.244617,0.717729,49.335228,0,0,49.335228,40.726532,0.479273
68,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,68,13474,13488,4567,4579,0,0,Neg,1,1,1.31269,1.31269,0.292232,0,0,0.11257,0.11257,0.064759,1.979788,0.971309,0.462199,0.785518,1.29481,29.847813,0,0,29.847813,26.323246,0.674071
69,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,69,13496,13508,4568,4579,0,0,Neg,0,0,0.80943,0.80943,0.436222,0,0,0.350886,0.350886,0.215947,3.361031,0.119192,0.613428,0.157093,1.930907,29.354462,0,0,29.354462,22.84659,0.81372
70,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,70,13463,13476,4569,4580,0,0,Neg,0,0,0.53375,0.53375,0.319056,0,0,0.251585,0.251585,0.196067,3.624014,0.112796,0.590452,0.080576,0.169922,25.65432,0,0,25.65432,23.343256,0.774927
71,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,71,13526,13536,4569,4584,0,0,Neg,0,0,0.354044,0.354044,0.187198,0,0,0.2411,0.2411,0.331495,1.443796,0.164883,0.495005,0.018937,2.525698,23.68091,0,0,23.68091,25.329916,0.602626
72,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,72,13484,13498,4574,4586,0,0,Neg,1,1,1.400019,1.400019,0.311987,0,0,0.067512,0.067512,0.048193,2.099292,0.435603,0.501691,0.582359,0.749692,29.601137,0,0,29.601137,24.833252,0.743923
73,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,73,13511,13531,4575,4595,0,0,CD8_T,0,0,0.49158,0.49158,0.693795,1,1,1.618419,1.618419,6.347298,2.381318,0.195083,0.78313,1.241441,2.498405,55.255455,0,0,55.255455,39.7332,0.647169
74,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,74,13472,13483,4579,4591,0,0,Neg,0,0,0.80492,0.80492,0.330409,0,0,0.179631,0.179631,0.165021,2.531208,0.146044,0.489272,0.228402,1.805872,26.394348,0,0,26.394348,22.84659,0.768895
75,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,75,13496,13511,4581,4598,0,0,Neg,0,0,0.749537,0.749537,0.434088,0,0,0.862146,0.862146,1.705322,2.078462,0.172617,0.480505,1.306985,0.704745,45.881763,0,0,45.881763,34.766552,0.707704
76,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,76,13482,13496,4584,4595,0,0,Neg,0,0,0.623437,0.623437,0.284418,0,0,0.191324,0.191324,0.112987,2.553407,0.11028,0.622712,0.024861,1.104346,26.394348,0,0,26.394348,23.343256,0.718777
77,D:\OPAL projects\John__Pimanda\NEP7-NEP8.tif,Tissue_Layer_1,JP HH cell intensity 25102025,77,13447,13463,4589,4602,0,0,Neg,1,1,1.280839,1.280839,0.355535,0,0,0.180883,0.180883,0.151348,3.144336,0.128178,0.573706,0.265,0.876334,42.674973,0,0,42.674973,29.799902,0.740674
